日付,曜日,特定日,98番台,,,,,,,,,99番台,,,,,,,,,100番台,,,,,,,,,101番台,,,,,,,,,102番台,,,,,,,,,103番台,,,,,,,,,104番台,,,,,,,,,105番台,,,,,,,,,132番台,,,,,,,,,133番台,,,,,,,,,135番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2026-01-06,火,いいえ,-380,"1,847",7,1,1/231,-,2.18,63,2.0,-145,"3,358",11,12,1/146,-,3.93,20,4.0,+423,483,4,0,1/121,-,3.09,16,3.0,"+4,426","5,779",40,14,1/107,-,3.11,10,-,+124,"4,383",17,12,1/151,-,3.09,50,30.0,+562,"3,082",14,8,1/140,-,3.14,20,4.0,"+1,264","5,039",22,19,1/123,-,4.46,13,3.0,-849,"1,402",3,1,1/351,-,2.41,61,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-05,月,はい,"-1,162","3,512",10,6,1/220,-,2.14,35,1.0,-361,"1,911",7,2,1/212,-,2.35,9,-,-398,902,2,2,1/226,-,3.19,33,9.0,-345,"3,126",11,7,1/174,-,2.70,18,9.0,-395,"5,060",14,23,1/137,-,4.91,47,12.0,-651,"2,418",6,8,1/173,-,3.56,24,6.0,-767,"1,939",4,6,1/194,-,3.38,34,1.0,-350,"2,318",9,2,1/211,-,2.11,53,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-04,日,いいえ,"-1,421","5,052",16,7,1/220,-,1.68,33,3.0,"+1,106","4,247",21,10,1/137,-,2.81,2,-,-433,"2,545",9,4,1/196,-,2.38,30,11.0,"+4,656","5,778",39,19,1/100,-,4.36,18,3.0,-63,"5,221",18,18,1/145,-,3.96,44,11.0,-337,773,2,1,1/258,-,3.01,19,1.0,-380,"6,355",18,29,1/135,-,5.06,15,13.0,-378,935,3,0,1/312,-,2.57,53,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-03,土,いいえ,-578,"4,149",15,7,1/189,-,2.05,27,9.0,+614,"4,316",19,11,1/144,-,2.95,8,-,"+1,218","6,819",30,20,1/136,-,3.39,30,3.0,-823,"3,104",9,7,1/194,-,2.66,27,9.0,-395,"2,226",8,3,1/202,-,2.37,47,9.0,+247,"1,935",8,6,1/138,-,3.55,18,5.0,"+1,414","6,846",29,25,1/127,-,4.49,13,5.0,-250,622,2,0,1/311,-,2.85,38,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-02,金,はい,-539,"3,237",10,9,1/170,-,3.13,13,-,+198,"3,669",15,9,1/153,-,2.87,17,3.0,-529,931,2,1,1/310,-,2.83,71,29.0,-874,"1,631",4,1,1/326,-,2.26,14,1.0,"-1,015","1,698",3,3,1/283,-,2.68,36,4.0,-206,793,3,0,1/264,-,2.71,42,6.0,+19,"2,509",11,3,1/179,-,2.23,32,5.0,+287,"5,466",24,9,1/166,-,1.87,27,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-01,木,いいえ,"+1,090","2,824",16,5,1/134,-,2.60,6,-,-337,"1,555",5,3,1/194,-,2.90,22,6.0,-624,"1,376",3,3,1/229,-,3.01,54,16.0,+22,"3,447",14,7,1/164,-,2.51,16,10.0,-360,584,1,1,1/292,-,3.18,29,7.0,-480,603,1,0,1/603,-,2.84,38,2.0,-423,"4,131",14,11,1/165,-,2.95,36,7.0,-215,385,1,0,1/385,-,3.08,57,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-31,水,いいえ,+281,"4,798",20,11,1/155,-,2.55,7,-,-344,283,0,0,-,-,3.16,8,1.0,+67,"1,460",5,6,1/133,-,3.96,49,6.0,"+1,156","6,129",23,29,1/118,-,5.20,18,4.0,-164,422,1,1,1/211,-,3.37,14,6.0,+305,"4,106",16,13,1/142,-,3.63,36,3.0,-256,498,1,1,1/249,-,3.28,33,15.0,-3,"3,577",13,11,1/149,-,3.48,43,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-30,火,いいえ,"+3,234","6,534",37,19,1/117,-,3.63,10,9.0,"+2,498","4,744",27,15,1/113,-,3.94,1,-,-62,"4,616",17,13,1/154,-,3.15,69,33.0,-816,"2,267",5,7,1/189,-,3.37,26,4.0,"+1,629","6,688",31,20,1/131,-,3.54,16,6.0,+675,"3,068",14,9,1/133,-,3.46,36,4.0,-284,"2,660",9,7,1/166,-,3.10,32,6.0,-792,"1,435",3,2,1/287,-,2.65,22,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-29,月,いいえ,"-1,054","2,909",6,10,1/182,-,3.63,31,2.0,+735,"5,305",25,9,1/156,-,1.96,16,4.0,-597,"2,997",9,8,1/176,-,3.05,59,23.0,-890,"2,090",5,4,1/232,-,2.65,23,7.0,-326,"1,674",6,2,1/209,-,2.53,36,5.0,-616,923,2,0,1/462,-,2.55,67,8.0,"+1,260","7,468",31,26,1/131,-,4.28,29,6.0,-512,788,1,2,1/263,-,3.28,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-28,日,いいえ,"-1,014","3,518",11,5,1/220,-,1.98,44,7.0,"-1,295","3,859",10,9,1/203,-,2.55,37,2.0,-497,"2,390",8,4,1/199,-,2.48,58,11.0,"+3,049","6,697",34,27,1/110,-,4.97,18,13.0,-402,"1,529",5,2,1/218,-,2.63,35,17.0,-391,"5,382",19,14,1/163,-,2.77,47,3.0,-239,"1,236",5,0,1/247,-,2.36,63,5.0,+317,"1,303",6,4,1/130,-,3.54,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-27,土,いいえ,"+1,439","6,459",28,23,1/127,-,4.36,37,5.0,-121,"3,565",14,7,1/170,-,2.42,22,17.0,"-1,821","3,480",8,4,1/290,-,1.81,57,19.0,+860,"5,432",20,25,1/121,-,5.07,38,1.0,+489,"5,024",20,16,1/140,-,3.69,30,8.0,-368,"6,255",21,20,1/153,-,3.61,32,2.0,"-1,098","2,628",6,6,1/219,-,2.73,68,11.0,+134,"6,336",23,21,1/144,-,3.85,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-26,金,いいえ,"+1,099","6,116",25,23,1/127,-,4.53,57,2.0,+422,"7,475",30,20,1/150,-,2.82,15,2.0,+105,"3,587",15,7,1/163,-,2.43,37,1.0,"-1,359","4,150",10,12,1/189,-,3.08,49,12.0,-990,"2,796",8,4,1/233,-,2.17,36,21.0,-501,"1,146",2,4,1/191,-,3.56,13,4.0,+403,"2,351",11,5,1/147,-,2.89,55,6.0,"-1,083","4,150",13,7,1/208,-,2.01,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-25,木,はい,+444,"4,090",18,9,1/151,-,2.59,60,19.0,"+1,313","6,771",29,23,1/130,-,4.14,12,8.0,-32,"1,799",7,4,1/164,-,3.02,23,7.0,-329,"1,390",5,1,1/232,-,2.48,41,18.0,"+1,636","6,108",29,18,1/130,-,3.49,16,4.0,-374,516,1,0,1/516,-,2.93,4,-,-751,"2,312",7,3,1/231,-,2.27,60,19.0,+377,"4,443",16,18,1/131,-,4.55,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-24,水,いいえ,-76,"6,094",21,21,1/145,-,4.00,82,25.0,+143,"2,773",12,5,1/163,-,2.52,18,15.0,-231,"2,329",8,6,1/166,-,3.11,38,3.0,"+2,058","6,308",24,38,1/102,-,5.45,34,16.0,-666,"2,143",5,7,1/179,-,3.51,35,1.0,+122,"1,177",5,3,1/147,-,3.32,2,-,-392,"2,095",7,4,1/190,-,2.71,57,19.0,"+1,433","5,474",24,21,1/122,-,4.58,3,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-23,火,いいえ,"-1,382","3,674",8,11,1/193,-,3.20,82,7.0,-624,"5,287",18,13,1/171,-,2.58,27,6.0,+131,"1,793",8,3,1/163,-,2.76,21,15.0,"-1,036","5,320",15,17,1/166,-,3.50,75,41.0,-705,"1,858",5,3,1/232,-,2.59,28,1.0,-219,"1,458",5,3,1/182,-,3.00,3,-,-374,"2,685",8,9,1/158,-,3.65,34,6.0,-328,"5,855",20,18,1/154,-,3.42,6,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-22,月,はい,"-2,964","5,076",10,7,1/299,-,1.62,75,7.0,-989,"2,538",6,6,1/212,-,2.82,19,16.0,-840,"3,772",11,10,1/180,-,2.92,41,4.0,"-1,158","3,856",9,13,1/175,-,3.63,68,27.0,-368,"2,778",10,5,1/185,-,2.46,23,4.0,+518,"3,949",18,8,1/152,-,2.46,3,-,-934,"1,552",3,2,1/310,-,2.54,37,14.0,"+1,136","5,938",22,29,1/116,-,5.24,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-21,日,いいえ,"-1,285","3,515",8,10,1/195,-,3.07,28,8.0,-631,"6,294",19,23,1/150,-,4.23,6,2.0,-999,"1,110",1,1,1/555,-,2.61,20,8.0,"-1,082","4,625",13,13,1/178,-,3.00,60,27.0,-385,733,2,0,1/367,-,2.73,12,6.0,+29,"4,639",19,9,1/166,-,2.21,3,-,-874,"1,294",2,2,1/324,-,2.76,33,5.0,+453,"3,954",17,10,1/146,-,2.95,4,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-20,土,いいえ,-806,"4,991",17,10,1/185,-,2.14,14,5.0,+498,"8,591",33,27,1/143,-,3.64,5,1.0,+16,"3,739",15,8,1/163,-,2.55,7,2.0,+378,"7,016",28,19,1/149,-,2.90,51,19.0,+270,"5,680",20,22,1/135,-,4.52,9,2.0,"+2,178","8,526",34,41,1/114,-,5.38,9,2.0,-12,"2,772",11,6,1/163,-,2.76,32,18.0,+918,"7,690",33,20,1/145,-,2.74,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-19,金,いいえ,"+1,165","5,200",22,20,1/124,-,4.54,0,-,+733,"4,078",21,4,1/163,-,1.75,5,1.0,"+1,758","6,404",29,23,1/123,-,4.42,4,4.0,"-1,033","1,981",2,9,1/180,-,4.16,46,8.0,+915,"5,614",23,20,1/131,-,4.25,18,7.0,+642,"2,056",9,9,1/114,-,4.32,38,20.0,"+1,611","6,586",27,29,1/118,-,5.11,38,20.0,-795,"4,358",14,10,1/182,-,2.50,11,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-18,木,いいえ,"-1,214","5,130",13,18,1/165,-,3.87,18,12.0,+709,"5,447",21,21,1/130,-,4.53,2,-,"-2,148","4,403",10,7,1/259,-,1.84,21,3.0,-82,"1,424",5,4,1/158,-,3.36,33,12.0,+590,"6,078",27,12,1/156,-,2.07,21,3.0,+257,"4,897",20,12,1/153,-,2.72,44,11.0,-735,"1,705",3,6,1/189,-,3.61,55,11.0,"+1,329","7,442",30,29,1/126,-,4.78,6,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-17,水,いいえ,-480,"2,376",8,4,1/198,-,2.49,9,1.0,+957,"2,964",15,8,1/129,-,3.31,3,-,+939,"3,523",18,7,1/141,-,2.57,8,5.0,-181,"1,060",4,1,1/212,-,2.77,25,8.0,-134,"5,586",21,14,1/160,-,2.66,53,10.0,+59,"1,229",5,3,1/154,-,3.26,39,14.0,"+3,858","4,516",29,21,1/90,-,5.16,43,4.0,+315,"6,108",23,20,1/142,-,3.81,17,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-16,火,いいえ,+515,"6,438",25,21,1/140,-,3.83,2,-,-280,"3,182",10,11,1/152,-,3.79,9,7.0,-775,"1,451",2,5,1/207,-,3.54,9,7.0,-768,"9,547",28,39,1/142,-,4.95,16,7.0,-786,"1,430",3,2,1/286,-,2.66,48,32.0,-57,"6,622",24,20,1/151,-,3.37,51,3.0,"-1,263","5,190",15,13,1/185,-,2.57,90,39.0,+606,"6,730",26,23,1/137,-,4.08,16,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-15,月,はい,"+2,019","3,782",22,11,1/115,-,3.60,6,-,"+1,490","8,904",35,36,1/125,-,5.01,10,2.0,+870,"3,720",16,14,1/124,-,4.27,6,-,-399,"2,388",8,5,1/184,-,2.75,8,2.0,"+1,396","6,615",24,35,1/112,-,5.38,30,5.0,-882,"2,945",8,7,1/196,-,2.77,40,10.0,-889,"2,010",5,3,1/251,-,2.46,78,38.0,"+1,527","8,299",33,34,1/124,-,5.02,25,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-14,日,いいえ,"+1,761","9,455",33,51,1/113,-,5.46,6,-,-980,"4,749",14,13,1/176,-,2.92,20,10.0,"+2,611","8,366",38,33,1/118,-,4.97,10,2.0,-75,"2,616",10,6,1/164,-,2.88,8,2.0,-974,"5,110",15,15,1/170,-,3.15,43,23.0,"-1,304","6,342",20,14,1/187,-,2.13,20,10.0,"-1,799","5,265",14,11,1/211,-,2.10,71,28.0,-503,"1,246",4,0,1/312,-,2.32,73,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-13,土,いいえ,+37,"5,555",20,18,1/146,-,3.71,10,5.0,"+1,970","8,875",36,38,1/120,-,5.20,11,1.0,"+1,384","8,250",28,45,1/113,-,5.44,24,13.0,"+2,454","4,493",26,14,1/112,-,3.88,5,-,-935,"4,394",14,9,1/191,-,2.25,31,7.0,-922,"3,809",12,7,1/200,-,2.19,10,5.0,"-1,942","5,413",13,14,1/200,-,2.58,49,18.0,-393,"3,581",13,7,1/179,-,2.38,72,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-12,金,はい,-311,"5,494",21,11,1/172,-,2.11,26,3.0,"+1,387","7,454",28,35,1/118,-,5.28,13,2.0,-761,"5,320",18,12,1/177,-,2.34,33,7.0,+309,"1,053",4,6,1/105,-,4.33,8,1.0,+164,"3,360",13,10,1/146,-,3.41,11,3.0,+181,"3,059",12,9,1/146,-,3.39,7,-,-456,"7,763",26,25,1/152,-,3.66,23,10.0,-560,"2,154",7,3,1/215,-,2.40,69,36.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-11,木,いいえ,-448,"7,182",24,23,1/153,-,3.62,12,7.0,+274,685,4,1,1/137,-,3.19,32,8.0,-442,"5,216",18,14,1/163,-,2.89,18,6.0,+267,"2,909",12,8,1/145,-,3.25,19,1.0,"-1,648","1,853",2,1,1/618,-,2.06,24,5.0,+503,912,6,1,1/130,-,3.01,5,-,+268,"6,623",23,26,1/135,-,4.66,24,5.0,-675,"2,854",8,8,1/178,-,3.16,64,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-10,水,いいえ,+575,"4,348",19,11,1/145,-,2.92,3,-,-234,975,3,2,1/195,-,3.14,58,30.0,"+3,793","5,858",31,32,1/93,-,5.43,9,3.0,+69,"7,618",27,26,1/144,-,4.04,28,11.0,-57,958,4,1,1/192,-,2.88,17,1.0,+393,"3,478",16,6,1/158,-,2.31,6,3.0,-278,308,0,1,1/308,-,3.47,16,7.0,"+1,709","7,257",31,28,1/123,-,4.76,60,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-09,火,いいえ,-553,951,2,1,1/317,-,2.81,14,1.0,"-1,406","2,020",3,3,1/337,-,2.39,55,18.0,-100,"3,162",11,10,1/151,-,3.55,26,12.0,"+1,305","5,897",24,25,1/120,-,4.93,37,11.0,+78,"1,916",8,4,1/160,-,2.93,11,1.0,+243,"5,049",18,19,1/136,-,4.34,13,2.0,+49,"1,316",5,4,1/146,-,3.49,10,-,-874,"5,394",16,17,1/163,-,3.46,96,41.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-08,月,いいえ,"+1,369","7,080",33,17,1/142,-,2.53,11,-,-68,"1,700",6,5,1/155,-,3.41,44,16.0,-336,"3,693",13,9,1/168,-,2.79,28,8.0,"-2,339","5,978",13,17,1/199,-,2.83,72,28.0,"+1,003","3,085",15,10,1/123,-,3.78,14,1.0,+664,"4,226",18,13,1/136,-,3.58,20,6.0,-510,915,2,1,1/305,-,2.85,13,2.0,"-2,973","5,797",10,16,1/223,-,2.66,83,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-07,日,いいえ,+124,"5,324",20,16,1/148,-,3.39,20,14.0,-125,"5,261",21,10,1/170,-,2.07,50,1.0,"-1,982","5,861",15,14,1/202,-,2.31,26,6.0,-153,621,2,1,1/207,-,3.18,49,18.0,-112,"7,261",28,17,1/161,-,2.29,20,14.0,-500,"1,927",5,6,1/175,-,3.44,31,5.0,+424,"2,047",10,4,1/146,-,2.87,6,-,-829,"1,465",3,2,1/293,-,2.62,65,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-06,土,いいえ,"-1,093","3,901",11,9,1/195,-,2.54,24,4.0,+531,"7,853",25,39,1/123,-,5.34,47,3.0,"+1,856","7,106",32,25,1/125,-,4.38,15,-,"+1,095","2,325",14,4,1/129,-,2.73,55,8.0,+502,"7,341",27,27,1/136,-,4.46,17,2.0,"-1,360","1,823",3,1,1/456,-,2.10,29,5.0,-21,"1,869",7,5,1/156,-,3.26,20,3.0,-318,"6,720",20,29,1/137,-,4.95,44,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-05,金,はい,"+2,792","6,146",33,20,1/116,-,4.10,22,2.0,-100,"1,696",7,2,1/188,-,2.54,45,3.0,+445,"1,901",9,5,1/136,-,3.30,20,1.0,-732,"7,050",23,21,1/160,-,3.21,77,32.0,-52,"1,944",8,3,1/177,-,2.61,42,10.0,"+1,235","4,220",21,11,1/132,-,3.11,19,6.0,-693,"1,640",4,3,1/234,-,2.77,13,-,-762,"1,331",3,1,1/333,-,2.47,32,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-04,木,いいえ,"+2,823","4,635",27,17,1/105,-,4.50,23,1.0,-658,750,1,0,1/750,-,2.68,39,7.0,"+1,095","2,533",15,4,1/133,-,2.57,20,15.0,-674,"7,705",26,22,1/161,-,2.99,62,23.0,-861,868,0,2,1/434,-,3.15,30,7.0,+310,"2,091",9,6,1/139,-,3.41,32,2.0,"+1,066","5,429",25,14,1/139,-,2.92,5,-,-390,401,0,1,1/401,-,3.36,22,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-03,水,いいえ,"-1,033","3,356",9,8,1/197,-,2.70,68,3.0,-136,"2,568",8,10,1/143,-,4.06,33,7.0,-131,890,3,2,1/178,-,3.24,61,10.0,-495,"2,180",7,4,1/198,-,2.63,65,4.0,+485,"1,343",8,1,1/149,-,2.63,26,6.0,-348,"1,485",5,2,1/212,-,2.67,51,18.0,+544,"2,235",11,5,1/140,-,3.01,2,-,-818,"1,664",4,2,1/277,-,2.47,20,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-02,火,はい,-581,"7,073",26,15,1/173,-,2.02,57,6.0,-781,"1,762",5,1,1/294,-,2.19,27,12.0,"-1,224","4,504",13,10,1/196,-,2.36,51,4.0,"-1,330","4,255",11,11,1/193,-,2.74,64,7.0,-409,"5,476",19,15,1/161,-,2.95,47,11.0,-700,"2,013",5,5,1/201,-,3.02,36,9.0,+143,"1,209",6,1,1/173,-,2.69,7,-,"+1,893","8,046",34,32,1/122,-,4.94,15,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-01,月,いいえ,-949,"2,138",5,4,1/238,-,2.61,40,6.0,-973,"1,614",2,5,1/231,-,3.35,18,6.0,-199,"2,669",9,8,1/157,-,3.40,27,6.0,-270,"1,133",4,1,1/227,-,2.69,51,11.0,+43,"2,391",9,7,1/149,-,3.39,34,7.0,+179,"1,466",7,2,1/163,-,2.76,21,3.0,+180,"2,089",10,2,1/174,-,2.30,12,-,"-1,519","2,173",1,9,1/217,-,3.93,27,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-30,日,いいえ,"+1,211","7,875",32,28,1/131,-,4.39,18,3.0,-194,"1,229",4,3,1/176,-,3.22,13,-,-799,"3,243",9,9,1/180,-,3.09,24,5.0,-988,"3,289",10,5,1/219,-,2.09,48,12.0,-9,"3,027",13,4,1/178,-,2.13,55,7.0,-421,"2,614",9,5,1/187,-,2.57,36,12.0,"-1,372","2,200",4,3,1/314,-,2.28,15,2.0,+162,"4,095",15,14,1/141,-,3.88,19,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-29,土,いいえ,"-1,743","4,773",13,8,1/227,-,1.86,48,17.0,"+2,922","8,030",38,32,1/115,-,5.01,10,9.0,+323,"8,202",27,36,1/130,-,5.15,21,1.0,+679,"8,064",35,17,1/155,-,2.00,31,7.0,-535,"4,352",15,10,1/174,-,2.53,24,3.0,-612,"5,118",18,11,1/176,-,2.27,20,4.0,+80,"7,401",26,26,1/142,-,4.19,1,-,"+1,639","8,671",36,32,1/128,-,4.65,16,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-28,金,いいえ,+70,"5,626",22,14,1/156,-,2.66,35,12.0,+379,"2,341",12,2,1/167,-,2.16,23,9.0,+788,"5,450",24,14,1/143,-,2.87,40,5.0,+251,"2,140",9,6,1/143,-,3.35,49,6.0,+108,"3,852",14,13,1/143,-,3.81,11,6.0,+299,"2,546",10,9,1/134,-,3.87,14,3.0,"+1,084","7,148",28,28,1/128,-,4.76,5,-,-3,"1,200",5,2,1/171,-,2.97,43,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-27,木,いいえ,"-1,013","4,984",15,13,1/178,-,2.74,57,1.0,-67,"2,273",8,7,1/152,-,3.48,38,12.0,"-1,699","2,291",2,6,1/286,-,2.93,56,16.0,-982,"3,057",7,10,1/180,-,3.51,58,1.0,-602,655,0,2,1/328,-,3.39,26,12.0,-700,"2,874",8,8,1/180,-,3.14,14,9.0,"+4,914","7,447",45,27,1/103,-,4.79,5,-,-365,301,0,0,-,-,3.14,40,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-26,水,いいえ,-236,"3,977",14,11,1/159,-,3.11,46,14.0,"+2,280","3,507",24,5,1/121,-,2.28,32,5.0,+25,"1,385",6,2,1/173,-,2.81,17,9.0,-937,"1,505",2,4,1/251,-,3.15,46,14.0,"-1,033","1,425",2,2,1/356,-,2.63,25,8.0,+96,"1,901",8,4,1/158,-,2.95,8,-,-662,"3,032",7,13,1/152,-,4.35,25,8.0,-210,"3,619",12,12,1/151,-,3.69,27,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-25,火,はい,+33,"7,905",29,24,1/149,-,3.39,45,13.0,-269,"1,994",7,4,1/181,-,2.81,73,28.0,+259,"5,342",21,15,1/148,-,3.14,22,10.0,-464,"1,580",5,2,1/226,-,2.58,32,5.0,+321,"1,062",6,1,1/152,-,2.84,12,5.0,+242,"6,089",23,19,1/145,-,3.57,7,-,-585,"2,829",9,6,1/189,-,2.64,23,1.0,-249,"2,136",7,6,1/164,-,3.28,27,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-24,月,いいえ,+306,"5,095",20,15,1/146,-,3.34,41,6.0,-472,"2,656",9,5,1/190,-,2.53,46,5.0,-283,"3,075",11,7,1/171,-,2.75,35,13.0,-255,"2,428",8,7,1/162,-,3.31,18,1.0,"-1,150","3,642",8,13,1/173,-,3.81,14,-,-175,"1,342",5,2,1/192,-,2.82,14,-,"+1,660","5,416",25,20,1/120,-,4.46,22,4.0,-908,"4,304",11,16,1/159,-,4.07,17,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-23,日,いいえ,-78,"4,599",18,10,1/164,-,2.42,52,4.0,-108,"5,436",20,15,1/155,-,3.01,48,21.0,-775,"1,341",3,1,1/335,-,2.47,27,5.0,+200,667,4,0,1/167,-,2.88,13,3.0,"+2,385","7,551",37,23,1/126,-,3.71,1,-,+370,"1,596",8,3,1/145,-,2.97,8,7.0,"+3,355","8,792",43,33,1/116,-,4.86,22,9.0,"+2,198","7,081",34,23,1/124,-,4.03,10,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-22,土,はい,-692,"3,699",12,8,1/185,-,2.49,57,28.0,"-1,152","5,782",16,19,1/165,-,3.62,29,4.0,-743,"4,614",12,19,1/149,-,4.51,21,3.0,-424,"1,706",5,4,1/190,-,3.05,18,2.0,+611,"5,566",25,11,1/155,-,2.15,3,-,-128,"4,096",15,11,1/158,-,3.02,13,10.0,-672,"6,853",20,27,1/146,-,4.61,25,4.0,-299,"5,635",16,26,1/134,-,5.02,16,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
